Facility Type,Loc Id,ADO,State Id,County,County State,City,Name,Ownership,Use,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,Elevation,Magnetic Variation,Sectional,Tie In FSS Id,Tie In FSS Name,FSS Toll Free Number,Fuel Types,ATCT,UNICOM,CTAF,ICAO Id
AIRPORT,GAM,NONE,AK,NOME,AK,GAMBELL,GAMBELL,PU,PU,063-45-59.8200N,229559.8190N,171-43-58.0200W,0618238.0220W,29.5,08E,BETHEL,OME,NOME,1-800-478-8400,,N,,122.700,PAGM
SEAPLANE BASE,AGN,NONE,AK,ANGOON,AK,ANGOON,ANGOON,PU,PU,057-30-12.8000N,207012.7990N,134-35-06.3400W,0484506.3380W,0,23E,JUNEAU,SIT,SITKA,1-800-478-6300,,N,,122.900,PAGN
AIRPORT,BGQ,NONE,AK,MATANUSKA-SUSITNA,AK,BIG LAKE,BIG LAKE,PU,PU,061-32-04.8600N,221524.8590N,149-48-45.1700W,0539325.1740W,162.4,15E,ANCHORAGE,ENA,KENAI,1-866-864-1737,,N,,122.800,PAGQ
AIRPORT,GST,NONE,AK,ANGOON,AK,GUSTAVUS,GUSTAVUS,PU,PU,058-25-31.0000N,210331.0000N,135-42-26.7000W,0488546.7000W,36.3,20E,JUNEAU,JNU,JUNEAU,1-866-297-2236,A,N,,122.500,PAGS
AIRPORT,IGT,NONE,AK,BETHEL,AK,NIGHTMUTE,NIGHTMUTE,PU,PU,060-28-09.0100N,217689.0150N,164-42-14.5400W,0592934.5350W,7.1,17E,BETHEL,ENA,KENAI,1-866-864-1737,,N,,122.900,PAGT
AIRPORT,KGX,NONE,AK,YUKON-KOYUKUK,AK,GRAYLING,GRAYLING,PU,PU,062-53-31.5100N,226411.5071N,160-03-59.0300W,0576239.0288W,137.5,12E,MC GRATH,ENA,KENAI,1-866-864-1737,,N,,122.900,PAGX
AIRPORT,SGY,NONE,AK,SKAGWAY-HOONAH-ANGOON,AK,SKAGWAY,SKAGWAY,PU,PU,059-27-36.7200N,214056.7200N,135-19-00.6900W,0487140.6950W,44,29E,JUNEAU,JNU,JUNEAU,1-866-297-2236,100LL,N,,122.900,PAGY
AIRPORT,HCA,NONE,AK,YUKON-KOYUKUK,AK,HOLY CROSS,HOLY CROSS,PU,PU,062-11-17.9000N,223877.9000N,159-46-29.8000W,0575189.8000W,74.5,18E,MC GRATH,ENA,KENAI,1-866-864-1737,,N,,122.800,PAHC
AIRPORT,HLA,NONE,AK,YUKON-KOYUKUK,AK,HUSLIA,HUSLIA,PU,PU,065-41-52.3000N,236512.3000N,156-21-05.0000W,0562865.0000W,219.7,19E,FAIRBANKS,FAI,FAIRBANKS,1-866-248-6516,,N,122.800,122.800,PAHL
AIRPORT,HNS,NONE,AK,HAINES,AK,HAINES,HAINES,PU,PU,059-14-37.7900N,213277.7850N,135-31-24.7400W,0487884.7350W,15.3,20E,JUNEAU,JNU,JUNEAU,1-866-297-2236,100LL A,N,,122.900,PAHN
AIRPORT,HOM,NONE,AK,KENAI PENINSULA,AK,HOMER,HOMER,PU,PU,059-38-41.9800N,214721.9819N,151-29-08.9100W,0545348.9103W,84.3,17E,SEWARD,HOM,HOMER,LC235-8588,100LL A,N,123.000,123.600,PAHO
AIRPORT,HPB,NONE,AK,KUSILVAK,AK,HOOPER BAY,HOOPER BAY,PU,PU,061-31-25.9300N,221485.9340N,166-08-47.8400W,0598127.8420W,19.5,13E,BETHEL,ENA,KENAI,1-866-864-1737,,N,,123.000,PAHP
AIRPORT,HUS,NONE,AK,YUKON-KOYUKUK,AK,HUGHES,HUGHES,PU,PU,066-02-20.7000N,237740.7000N,154-15-52.9000W,0555352.9000W,298.6,13E,FAIRBANKS,FAI,FAIRBANKS,1-866-248-6516,,N,,122.900,PAHU
AIRPORT,HRR,NONE,AK,DENALI,AK,HEALY,HEALY RIVER,PU,PU,063-52-03.3000N,229923.3000N,148-58-07.8000W,0536287.8000W,1275,16E,ANCHORAGE,FAI,FAIRBANKS,1-866-248-6516,A,N,,122.900,PAHV
AIRPORT,SHX,NONE,AK,YUKON-KOYUKUK,AK,SHAGELUK,SHAGELUK,PU,PU,062-41-32.3000N,225692.3000N,159-34-09.2000W,0574449.2000W,78.6,15E,MC GRATH,ENA,KENAI,1-866-864-1737,,N,122.800,122.800,PAHX
SEAPLANE BASE,HYG,NONE,AK,PRINCE OF WALES,AK,HYDABURG,HYDABURG,PU,PU,055-12-22.7400N,198742.7380N,132-49-41.9300W,0478181.9270W,0,26E,KETCHIKAN,KTN,KETCHIKAN,LC225-9481,,N,,122.900,PAHY
AIRPORT,IGG,NONE,AK,LAKE AND PENINSULA,AK,IGIUGIG,IGIUGIG,PU,PU,059-19-26.5500N,213566.5500N,155-54-06.3800W,0561246.3820W,90.4,19E,KODIAK,ILI,ILIAMNA,LC571-1240,100LL,N,,122.800,PAIG
AIRPORT,EII,NONE,AK,BRISTOL BAY,AK,EGEGIK,EGEGIK,PU,PU,058-11-07.7700N,209467.7650N,157-22-31.5400W,0566551.5400W,92.3,13E,KODIAK,ENA,KENAI,1-866-864-1737,,N,,122.800,PAII
AIRPORT,IAN,NONE,AK,NORTHWEST ARCTIC,AK,KIANA,BOB BAKER MEML,PU,PU,066-58-34.2400N,241114.2390N,160-26-18.9600W,0577578.9570W,178.7,12E,NOME,OTZ,KOTZEBUE,1-800-478-7460,,N,,122.700,PAIK
AIRPORT,ILI,NONE,AK,LAKE AND PENINSULA,AK,ILIAMNA,ILIAMNA,PU,PU,059-45-20.0800N,215120.0812N,154-55-03.9100W,0557703.9081W,192.4,14E,KODIAK,ILI,ILIAMNA,LC571-1240,100LL A,N,,123.600,PAIL
AIRPORT,INR,NONE,AK,YUKON-KOYUKUK,AK,MCKINLEY PARK,MC KINLEY NTL PARK,PU,PU,063-43-57.3500N,229437.3540N,148-54-38.3000W,0536078.2980W,1720,27E,ANCHORAGE,FAI,FAIRBANKS,1-866-248-6516,,N,,122.900,PAIN
AIRPORT,IWK,NONE,AK,NOME,AK,WALES,WALES,PU,PU,065-37-21.2000N,236241.2000N,168-05-41.9000W,0605141.9000W,25.8,08E,NOME,OME,NOME,1-800-478-8400,,N,,123.000,PAIW
AIRPORT,AJC,NONE,AK,LAKE AND PENINSULA,AK,CHIGNIK,CHIGNIK,PU,PU,056-18-41.2700N,202721.2655N,158-22-23.6600W,0570143.6575W,18.3,16E,KODIAK,ENA,KENAI,1-866-864-1737,,N,,122.800,PAJC
AIRPORT,JNU,NONE,AK,JUNEAU,AK,JUNEAU,JUNEAU INTL,PU,PU,058-21-16.9600N,210076.9625N,134-34-42.4900W,0484482.4939W,25.3,20E,JUNEAU,JNU,JUNEAU,1-866-297-2236,100LL A1+,Y,122.950,118.700,PAJN
AIRPORT,JZZ,NONE,AK,DILLINGHAM,AK,KOLIGANEK,KOLIGANEK,PU,PU,059-43-36.3000N,215016.3000N,157-15-36.9000W,0566136.9000W,271.8,13E,KODIAK,DLG,DILLINGHAM,LC842-5275,,N,,122.900,PAJZ
AIRPORT,7KA,NONE,AK,VALDEZ-CORDOVA,AK,TATITLEK,TATITLEK,PU,PU,060-52-20.6000N,219140.6000N,146-41-28.2000W,0528088.2000W,61.9,20E,ANCHORAGE,JNU,JUNEAU,1-866-297-2236,,N,,122.700,PAKA
SEAPLANE BASE,KCC,NONE,AK,PRINCE OF WALES,AK,COFFMAN COVE,COFFMAN COVE,PU,PU,056-00-53.2900N,201653.2940N,132-50-02.1200W,0478202.1210W,0,26E,JUNEAU,KTN,KETCHIKAN,LC225-9481,,N,,122.900,PAKC
AIRPORT,KDK,NONE,AK,KODIAK ISLAND,AK,KODIAK,KODIAK MUNI,PU,PU,057-48-21.3000N,208101.3030N,152-22-25.8300W,0548545.8290W,139,22E,KODIAK,ENA,KENAI,1-866-864-1737,,N,122.800,119.800,PAKD
AIRPORT,KFP,NONE,AK,ALEUTIANS EAST,AK,FALSE PASS,FALSE PASS,PU,PU,054-50-52.3000N,197452.3000N,163-24-25.6000W,0588265.6000W,18.3,16E,COLD BAY,CDB,COLD BAY,1-800-478-7250,,N,,122.900,PAKF
AIRPORT,AKK,NONE,AK,KODIAK ISLAND,AK,AKHIOK,AKHIOK,PU,PU,056-56-19.2900N,204979.2870N,154-10-57.2000W,0555057.2000W,44.4,18E,KODIAK,ENA,KENAI,1-866-864-1737,,N,122.800,122.800,PAKH
AIRPORT,IIK,NONE,AK,BETHEL,AK,KIPNUK,KIPNUK,PU,PU,059-55-53.8000N,215753.8000N,164-01-41.2000W,0590501.2000W,19.5,10E,BETHEL,ENA,KENAI,1-866-864-1737,,N,,122.700,PAKI
AIRPORT,KKA,NONE,AK,NOME,AK,KOYUK,KOYUK ALFRED ADAMS,PU,PU,064-56-22.3000N,233782.3000N,161-09-15.4000W,0580155.4000W,161.5,11E,NOME,OME,NOME,1-800-478-8400,,N,,122.800,PAKK
AIRPORT,LKK,NONE,AK,BRISTOL BAY,AK,KULIK LAKE,KULIK LAKE,PU,PU,058-57-54.0200N,212274.0200N,155-05-44.2100W,0558344.2050W,717,15E,KODIAK,ILI,ILIAMNA,LC571-1240,,N,,122.900,PAKL
AIRPORT,AKN,NONE,AK,BRISTOL BAY,AK,KING SALMON,KING SALMON,PU,PU,058-40-35.3800N,211235.3765N,156-38-55.2900W,0563935.2876W,73.4,11E,KODIAK,ENA,KENAI,1-866-864-1737,100LL A,Y,122.950,121.900,PAKN
AIRPORT,IKO,NONE,AK,ALEUTIAN ISLANDS,AK,NIKOLSKI,NIKOLSKI AS,PR,PU,052-56-29.6000N,190589.6000N,168-50-56.5000W,0607856.5000W,76.6,10E,DUTCH HARBOR,CDB,COLD BAY,1-800-478-7250,,N,,122.900,PAKO
AIRPORT,AKP,NONE,AK,YUKON-KOYUKUK,AK,ANAKTUVUK PASS,ANAKTUVUK PASS,PU,PU,068-08-01.0000N,245281.0000N,151-44-36.0000W,0546276.0000W,2106.3,16E,POINT BARROW,FAI,FAIRBANKS,1-866-248-6516,,N,122.800,122.800,PAKP
AIRPORT,KTN,NONE,AK,KETCHIKAN GATEWAY,AK,KETCHIKAN,KETCHIKAN INTL,PU,PU,055-21-14.7000N,199274.7000N,131-42-40.4000W,0474160.4000W,92.4,21E,KETCHIKAN,KTN,KETCHIKAN,LC225-9481,100LL A,N,122.950,123.600,PAKT
AIRPORT,KAL,NONE,AK,YUKON-KOYUKUK,AK,KALTAG,KALTAG,PU,PU,064-19-08.3300N,231548.3280N,158-44-28.7000W,0571468.7010W,181.1,18E,NOME,FAI,FAIRBANKS,1-866-248-6516,,N,,122.900,PAKV
AIRPORT,AKW,NONE,AK,PRINCE OF WALES,AK,KLAWOCK,KLAWOCK,PU,PU,055-34-45.2000N,200085.2000N,133-04-33.6000W,0479073.6000W,79.7,20E,KETCHIKAN,KTN,KETCHIKAN,LC225-9481,,N,,120.900,PAKW
AIRPORT,05K,NONE,AK,LAKE AND PENINSULA,AK,PORT ALSWORTH,WILDER RUNWAY,PR,PU,060-11-54.5300N,216714.5310N,154-19-22.9800W,0555562.9770W,288,13E,MC GRATH,ENA,KENAI,1-866-864-1737,100LL A,N,,122.900,PAKX
AIRPORT,KYK,NONE,AK,KODIAK ISLAND,AK,KARLUK,KARLUK,PU,PU,057-33-57.8000N,207237.8000N,154-27-13.7000W,0556033.7000W,141.9,21E,KODIAK,ENA,KENAI,1-866-864-1737,,N,,122.800,PAKY
AIRPORT,2A3,NONE,AK,KODIAK ISLAND,AK,LARSEN BAY,LARSEN BAY,PU,PU,057-32-06.3000N,207126.3000N,153-58-36.0000W,0554316.0000W,86.7,21E,KODIAK,ENA,KENAI,1-866-864-1737,,N,,122.800,PALB
AIRPORT,KLG,NONE,AK,BETHEL,AK,KALSKAG,KALSKAG,PU,PU,061-32-09.5000N,221529.5000N,160-20-44.1000W,0577244.1000W,63.3,18E,MC GRATH,ENA,KENAI,1-866-864-1737,,N,122.800,122.800,PALG
AIRPORT,LHD,NONE,AK,ANCHORAGE,AK,ANCHORAGE,LAKE HOOD,PU,PU,061-11-11.9000N,220271.9011N,149-57-55.4200W,0539875.4171W,79.3,25E,ANCHORAGE,ENA,KENAI,1-866-864-1737,100 100LL A,Y,,126.800,PALH
AIRPORT,WCR,NONE,AK,YUKON-KOYUKUK,AK,CHANDALAR LAKE,CHANDALAR LAKE,PU,PU,067-30-16.2600N,243016.2600N,148-28-59.6000W,0534539.6000W,1920,22E,FAIRBANKS,FAI,FAIRBANKS,1-866-248-6516,,N,,122.900,PALR
AIRPORT,TLT,NONE,AK,BETHEL,AK,TULUKSAK,TULUKSAK,PU,PU,061-05-15.8200N,219915.8200N,160-55-24.0700W,0579324.0700W,35.8,19E,MC GRATH,ENA,KENAI,1-866-864-1737,,N,,122.900,PALT
AIRPORT,MBA,NONE,AK,DILLINGHAM,AK,MANOKOTAK,MANOKOTAK,PU,PU,058-55-55.4000N,212155.4000N,158-54-06.8000W,0572046.8000W,106.6,16E,KODIAK,DLG,DILLINGHAM,LC842-5275,,N,,122.900,PAMB
AIRPORT,MCG,NONE,AK,YUKON-KOYUKUK,AK,MC GRATH,MC GRATH,PU,PU,062-57-10.0200N,226630.0221N,155-36-25.3700W,0560185.3730W,342.7,19E,MC GRATH,MCG,MCGRATH,LD524-3611,100LL A1+,N,,123.600,PAMC
AIRPORT,MDO,NONE,AK,CORDOVA-MCCARTHY,AK,MIDDLETON ISLAND,MIDDLETON ISLAND,PU,PU,059-26-59.8000N,214019.7970N,146-18-26.0700W,0526706.0660W,100.4,18E,SEWARD,JNU,JUNEAU,1-866-297-2236,,N,,122.900,PAMD
AIRPORT,MHM,NONE,AK,YUKON-KOYUKUK,AK,MINCHUMINA,MINCHUMINA,PU,PU,063-53-09.5000N,229989.5000N,152-18-06.6000W,0548286.6000W,681.8,21E,MC GRATH,FAI,FAIRBANKS,1-866-248-6516,,N,,122.900,PAMH
AIRPORT,SMK,NONE,AK,NOME,AK,ST MICHAEL,ST MICHAEL,PU,PU,063-29-24.2000N,228564.2000N,162-06-37.4000W,0583597.4000W,98.2,17E,BETHEL,OME,NOME,1-800-478-8400,,N,122.800,122.800,PAMK
AIRPORT,MLY,NONE,AK,YUKON-KOYUKUK,AK,MANLEY HOT SPRINGS,MANLEY HOT SPRINGS,PU,PU,064-59-16.6000N,233956.6000N,150-38-51.3000W,0542331.3000W,275.3,18E,FAIRBANKS,FAI,FAIRBANKS,1-866-248-6516,,N,122.800,122.800,PAML
SEAPLANE BASE,MTM,NONE,AK,PRINCE OF WALES,AK,METLAKATLA,METLAKATLA,PU,PU,055-07-51.7600N,198471.7630N,131-34-41.0400W,0473681.0430W,0,26E,KETCHIKAN,KTN,KETCHIKAN,LC225-9481,,N,,122.900,PAMM
AIRPORT,MOU,NONE,AK,KUSILVAK,AK,MOUNTAIN VILLAGE,MOUNTAIN VILLAGE,PU,PU,062-05-41.2000N,223541.2000N,163-40-58.3000W,0589258.3000W,339.1,10E,BETHEL,ENA,KENAI,1-866-864-1737,,N,,122.900,PAMO
AIRPORT,MRI,NONE,AK,ANCHORAGE,AK,ANCHORAGE,MERRILL FLD,PU,PU,061-12-48.7600N,220368.7622N,149-50-41.0100W,0539441.0069W,137.3,19E,ANCHORAGE,ENA,KENAI,1-866-864-1737,100 A,Y,122.950,126.000,PAMR
AIRPORT,15Z,NONE,AK,VALDEZ-CORDOVA,AK,MCCARTHY,MCCARTHY,PU,PU,061-26-16.1500N,221176.1487N,142-54-09.0100W,0514449.0108W,1532.8,28E,ANCHORAGE,ENA,KENAI,1-866-864-1737,,N,,122.900,PAMX
AIRPORT,MYU,NONE,AK,BETHEL,AK,MEKORYUK,MEKORYUK,PU,PU,060-22-20.6000N,217340.6000N,166-16-12.7000W,0598572.7000W,53.3,08E,BETHEL,ENA,KENAI,1-866-864-1737,,N,,122.900,PAMY
AIRPORT,WNA,NONE,AK,BETHEL,AK,NAPAKIAK,NAPAKIAK,PU,PU,060-41-25.2000N,218485.2000N,161-58-42.6000W,0583122.6000W,16.9,14E,BETHEL,ENA,KENAI,1-866-864-1737,,N,,122.900,PANA
AIRPORT,ANC,NONE,AK,ANCHORAGE,AK,ANCHORAGE,TED STEVENS ANCHORAGE INTL,PU,PU,061-10-26.7000N,220226.7050N,149-59-53.3000W,0539993.2950W,151.4,16E,ANCHORAGE,ENA,KENAI,1-866-864-1737,100 100LL A A1,Y,122.950,,PANC
AIRPORT,ANI,NONE,AK,BETHEL,AK,ANIAK,ANIAK,PU,PU,061-34-53.0600N,221693.0590N,159-32-43.0700W,0574363.0730W,96.8,12E,MC GRATH,ENA,KENAI,1-866-864-1737,100LL A,N,,122.100,PANI
AIRPORT,ENN,NONE,AK,YUKON-KOYUKUK,AK,NENANA,NENANA MUNI,PU,PU,064-32-50.2800N,232370.2800N,149-04-26.1300W,0536666.1300W,367.7,21E,FAIRBANKS,FAI,FAIRBANKS,1-866-248-6516,100LL A,N,,122.100,PANN
AIRPORT,5NN,NONE,AK,LAKE AND PENINSULA,AK,NONDALTON,NONDALTON,PU,PU,059-58-48.8300N,215928.8290N,154-50-21.0300W,0557421.0290W,314,14E,KODIAK,ILI,ILIAMNA,LC571-1240,,N,,122.900,PANO
SEAPLANE BASE,FNR,NONE,AK,ANGOON,AK,FUNTER BAY,FUNTER BAY,PU,PU,058-15-15.7900N,209715.7890N,134-53-52.4600W,0485632.4640W,0,28E,JUNEAU,JNU,JUNEAU,1-866-297-2236,,N,,122.900,PANR
AIRPORT,NUL,NONE,AK,YUKON-KOYUKUK,AK,NULATO,NULATO,PU,PU,064-43-45.6000N,233025.6000N,158-04-27.2000W,0569067.2000W,405.9,13E,NOME,FAI,FAIRBANKS,1-866-248-6516,,N,,122.900,PANU
AIRPORT,ANV,NONE,AK,YUKON-KOYUKUK,AK,ANVIK,ANVIK,PU,PU,062-38-50.4000N,225530.4000N,160-11-24.2000W,0576684.2000W,297.3,15E,MC GRATH,ENA,KENAI,1-866-864-1737,,N,122.700,122.700,PANV
AIRPORT,KNW,NONE,AK,DILLINGHAM,AK,NEW STUYAHOK,NEW STUYAHOK,PU,PU,059-27-05.5000N,214025.5000N,157-22-23.4000W,0566543.4000W,370.7,16E,KODIAK,DLG,DILLINGHAM,LC842-5275,,N,,122.900,PANW
AIRPORT,OBU,NONE,AK,NORTHWEST ARCTIC,AK,KOBUK,KOBUK,PU,PU,066-54-44.4000N,240884.4000N,156-53-50.4000W,0564830.4000W,142.2,19E,FAIRBANKS,OTZ,KOTZEBUE,1-800-478-7460,,N,,122.700,PAOB
AIRPORT,A14,NONE,AK,DILLINGHAM,AK,PORTAGE CREEK,PORTAGE CREEK,PU,PU,058-54-23.4900N,212063.4900N,157-42-40.2000W,0567760.2000W,129,21E,KODIAK,DLG,DILLINGHAM,LC842-5275,,N,,122.900,PAOC
AIRPORT,HNH,NONE,AK,ANGOON,AK,HOONAH,HOONAH,PU,PU,058-05-46.3200N,209146.3170N,135-24-31.5200W,0487471.5225W,21.5,20E,JUNEAU,JNU,JUNEAU,1-866-297-2236,,N,,122.700,PAOH
AIRPORT,OME,NONE,AK,NOME,AK,NOME,NOME,PU,PU,064-30-45.2000N,232245.2000N,165-26-39.8000W,0595599.8000W,40.6,11E,NOME,OME,NOME,1-800-478-8400,100LL A A1+,N,,123.600,PAOM
AIRPORT,OOK,NONE,AK,BETHEL,AK,TOKSOOK BAY,TOKSOOK BAY,PU,PU,060-32-28.8000N,217948.8000N,165-05-13.9000W,0594313.9000W,72.2,12E,BETHEL,ENA,KENAI,1-866-864-1737,,N,,122.900,PAOO
AIRPORT,ORT,NONE,AK,SOUTHEAST FAIRBANKS,AK,NORTHWAY,NORTHWAY,PU,PU,062-57-40.2000N,226660.2000N,141-55-41.1000W,0510941.1000W,1720.1,24E,ANCHORAGE,ORT,NORTHWAY,1-800-478-6611,,N,,123.600,PAOR
AIRPORT,OTZ,HLN,AK,NORTHWEST ARCTIC,AK,KOTZEBUE,RALPH WIEN MEML,PU,PU,066-53-05.3000N,240785.3000N,162-35-53.3000W,0585353.3000W,15.4,11E,NOME,OTZ,KOTZEBUE,1-800-478-7460,100 A,N,122.800,123.600,PAOT
AIRPORT,OUL,NONE,AK,ALEUTIANS EAST,AK,NELSON LAGOON,NELSON LAGOON,PU,PU,056-00-27.1300N,201627.1300N,161-09-37.3200W,0580177.3220W,14,11E,KODIAK,CDB,COLD BAY,1-800-478-7250,100LL,N,,122.900,PAOU
AIRPORT,PBV,NONE,AK,ALEUTIANS WEST,AK,ST GEORGE,ST GEORGE,PU,PU,056-34-38.5000N,203678.5000N,169-39-49.4000W,0610789.4000W,127.9,07E,DUTCH HARBOR,ENA,KENAI,1-866-864-1737,,N,,122.800,PAPB
AIRPORT,PEV,NONE,AK,LAKE AND PENINSULA,AK,PERRYVILLE,PERRYVILLE,PU,PU,055-54-24.2000N,201264.2050N,159-09-38.9900W,0572978.9850W,29.9,12E,COLD BAY,CDB,COLD BAY,1-800-478-7250,,N,,122.900,PAPE
AIRPORT,PSG,NONE,AK,WRANGELL-PETERSBURG,AK,PETERSBURG,PETERSBURG JAMES A JOHNSON,PU,PU,056-48-05.3000N,204485.3000N,132-56-46.4000W,0478606.4000W,113.2,21E,JUNEAU,SIT,SITKA,1-800-478-6300,100 A,N,,122.500,PAPG
AIRPORT,PTH,NONE,AK,LAKE AND PENINSULA,AK,PORT HEIDEN,PORT HEIDEN,PU,PU,056-57-32.7600N,205052.7640N,158-38-00.1000W,0571080.1030W,95.3,12E,KODIAK,ENA,KENAI,1-866-864-1737,100LL,N,,122.800,PAPH
AIRPORT,PKA,NONE,AK,BETHEL,AK,NAPASKIAK,NAPASKIAK,PU,PU,060-42-10.4900N,218530.4850N,161-46-41.9100W,0582401.9070W,11.4,15E,BETHEL,ENA,KENAI,1-866-864-1737,,N,,122.900,PAPK
AIRPORT,PTU,NONE,AK,BETHEL,AK,PLATINUM,PLATINUM,PU,PU,059-01-04.1900N,212464.1900N,161-49-37.8900W,0582577.8900W,18,11E,KODIAK,ENA,KENAI,1-866-864-1737,,N,122.800,122.800,PAPM
AIRPORT,PNP,NONE,AK,LAKE AND PENINSULA,AK,PILOT POINT,PILOT POINT,PU,PU,057-34-49.3700N,207289.3700N,157-34-19.0400W,0567259.0450W,57,17E,KODIAK,ENA,KENAI,1-866-864-1737,,N,,122.900,PAPN
AIRPORT,PHO,NONE,AK,NORTH SLOPE,AK,POINT HOPE,POINT HOPE,PU,PU,068-20-55.5000N,246055.5000N,166-47-57.4000W,0600477.4000W,18.7,11E,CAPE LISBURNE,OTZ,KOTZEBUE,1-800-478-7460,,N,,122.800,PAPO
AIRPORT,PPC,NONE,AK,YUKON-KOYUKUK,AK,PROSPECT CREEK,PROSPECT CREEK,PU,PU,066-48-50.6000N,240530.6000N,150-38-37.0000W,0542317.0000W,1094.7,21E,FAIRBANKS,FAI,FAIRBANKS,1-866-248-6516,,N,,122.900,PAPR
AIRPORT,AQH,NONE,AK,BETHEL,AK,QUINHAGAK,QUINHAGAK,PU,PU,059-45-18.3400N,215118.3350N,161-50-43.3200W,0582643.3160W,43.2,11E,KODIAK,ENA,KENAI,1-866-864-1737,,N,122.800,122.800,PAQH
AIRPORT,AQT,NONE,AK,NORTH SLOPE,AK,NUIQSUT,NUIQSUT,PU,PU,070-12-35.4000N,252755.4000N,151-00-23.3000W,0543623.3000W,45.4,21E,POINT BARROW,SCC,DEADHORSE,LC659-2401,,N,,122.800,PAQT
AIRPORT,ARC,NONE,AK,UPPER YUKON,AK,ARCTIC VILLAGE,ARCTIC VILLAGE,PU,PU,068-06-52.8100N,245212.8100N,145-34-45.9000W,0524085.8950W,2092,26E,POINT BARROW,FAI,FAIRBANKS,1-866-248-6516,,N,,122.900,PARC
AIRPORT,RSH,NONE,AK,KUSILVAK,AK,RUSSIAN MISSION,RUSSIAN MISSION,PU,PU,061-46-29.6100N,222389.6050N,161-19-09.8400W,0580749.8354W,58.3,11E,MC GRATH,ENA,KENAI,1-866-864-1737,,N,,122.900,PARS
AIRPORT,RBY,NONE,AK,YUKON-KOYUKUK,AK,RUBY,RUBY,PU,PU,064-43-38.0000N,233018.0000N,155-28-11.6000W,0559691.6000W,657.5,20E,FAIRBANKS,FAI,FAIRBANKS,1-866-248-6516,,N,,122.800,PARY
AIRPORT,SVA,NONE,AK,NOME,AK,SAVOONGA,SAVOONGA,PU,PU,063-41-10.6000N,229270.6000N,170-29-35.4000W,0613775.4000W,59,10E,BETHEL,OME,NOME,1-800-478-8400,,N,,122.700,PASA
AIRPORT,SCC,NONE,AK,NORTH SLOPE,AK,DEADHORSE,DEADHORSE,PU,PU,070-11-41.1100N,252701.1148N,148-27-54.5900W,0534474.5935W,67.4,17E,POINT BARROW,SCC,DEADHORSE,LC659-2401,100 A,N,123.000,123.600,PASC
AIRPORT,SDP,NONE,AK,ALEUTIANS EAST,AK,SAND POINT,SAND POINT,PU,PU,055-18-49.3000N,199129.3030N,160-31-17.1300W,0577877.1290W,23.6,11E,COLD BAY,CDB,COLD BAY,1-800-478-7250,A,N,122.800,122.300,PASD
AIRPORT,SHH,NONE,AK,NOME,AK,SHISHMAREF,SHISHMAREF,PU,PU,066-14-58.5000N,238498.5000N,166-05-21.7000W,0597921.7000W,13.9,14E,NOME,OME,NOME,1-800-478-8400,,N,,123.000,PASH
AIRPORT,SIT,NONE,AK,SITKA,AK,SITKA,SITKA ROCKY GUTIERREZ,PU,PU,057-02-48.6000N,205368.6037N,135-21-39.8500W,0487299.8473W,26.5,20E,JUNEAU,SIT,SITKA,1-800-478-6300,100 A1+,N,122.950,123.600,PASI
AIRPORT,WLK,NONE,AK,NORTHWEST ARCTIC,AK,SELAWIK,SELAWIK,PU,PU,066-36-00.5000N,239760.5000N,159-59-08.7000W,0575948.7000W,17.1,16E,NOME,OTZ,KOTZEBUE,1-800-478-7460,,N,,122.700,PASK
AIRPORT,SLQ,NONE,AK,BETHEL,AK,SLEETMUTE,SLEETMUTE,PU,PU,061-42-01.8300N,222121.8340N,157-09-57.0600W,0565797.0590W,191.6,13E,MC GRATH,ENA,KENAI,1-866-864-1737,100LL,N,122.800,122.800,PASL
AIRPORT,KSM,NONE,AK,KUSILVAK,AK,ST MARY'S,ST MARY'S,PU,PU,062-03-38.9900N,223418.9910N,163-18-06.6100W,0587886.6110W,314.1,12E,BETHEL,ENA,KENAI,1-866-864-1737,,N,,122.300,PASM
AIRPORT,SNP,NONE,AK,ALEUTIANS WEST,AK,ST PAUL ISLAND,ST PAUL ISLAND,PU,PU,057-09-58.7000N,205798.7000N,170-13-21.2000W,0612801.2000W,66.4,10E,DUTCH HARBOR,ENA,KENAI,1-866-864-1737,A,N,,122.300,PASN
AIRPORT,SOV,NONE,AK,KENAI PENINSULA,AK,SELDOVIA,SELDOVIA,PU,PU,059-26-38.0600N,213998.0600N,151-42-18.1500W,0546138.1500W,29,23E,KODIAK,HOM,HOMER,LC235-8588,,N,,122.900,PASO
AIRPORT,SMU,NONE,AK,MATANUSKA-SUSITNA,AK,SHEEP MOUNTAIN,SHEEP MOUNTAIN,PU,PU,061-48-40.6100N,222520.6100N,147-30-32.5900W,0531032.5850W,2750,26E,ANCHORAGE,ENA,KENAI,1-866-864-1737,,N,,122.900,PASP
AIRPORT,UMM,NONE,AK,MATANUSKA-SUSITNA,AK,SUMMIT,SUMMIT,PU,PU,063-19-51.7400N,227991.7445N,149-07-43.8100W,0536863.8100W,2409,26E,ANCHORAGE,ENA,KENAI,1-866-864-1737,,N,,122.900,PAST
AIRPORT,SKW,NONE,AK,MATANUSKA-SUSITNA,AK,SKWENTNA,SKWENTNA,PU,PU,061-57-58.0100N,223078.0050N,151-11-43.4100W,0544303.4050W,148,25E,ANCHORAGE,ENA,KENAI,1-866-864-1737,,N,,122.900,PASW
